tag,shloka_ref,title,translation
mind control,12.19,"Chapter 12, Verse 19","One who regards praise and criticism equally, who is thoughtful and restrained in speech, content with whatever comes, unattached to fixed possessions or residence, steady in mind and devoted, such a "
mind control,12.2,"Chapter 12, Verse 2",The Supreme Lord said: Those who fix their minds on Me and constantly worship Me with deep faith are considered by Me to be the most perfectly united in yoga.
mind control,12.20,"Chapter 12, Verse 20","Those who follow this path of righteous wisdom as described, with faith and with Me as their supreme goal, such devoted individuals are exceedingly dear to Me."
mind control,12.3,"Chapter 12, Verse 3","But those who worship the imperishable, indefinable, unmanifest reality, which is all-pervading, inconceivable, unchanging, immovable, and eternal, also engage in a path of spiritual discipline."
mind control,12.4,"Chapter 12, Verse 4","Those who control their senses, remain balanced in all situations, and are dedicated to the welfare of all beings also ultimately reach Me."
mind control,12.5,"Chapter 12, Verse 5","For those whose minds are attached to the unmanifest reality, the path is more difficult. For embodied beings, reaching the unmanifest goal is very challenging."
mind control,12.6,"Chapter 12, Verse 6","But those who dedicate all their actions to Me, who regard Me as their supreme goal, and who worship Me while meditating on Me with single-minded focus, follow a path of devotion."
mind control,12.7,"Chapter 12, Verse 7","For those whose minds are fully absorbed in Me, O Arjuna, I become their deliverer from the ocean of birth and death, and I quickly lift them out of the cycle of worldly existence."
mind control,12.8,"Chapter 12, Verse 8","Fix your mind on Me alone and place your intelligence in Me. Then you will live in Me always, without any doubt."
mind control,12.9,"Chapter 12, Verse 9","If you are unable to steadily fix your mind on Me, then try to reach Me through the practice of repeated discipline, O Arjuna."
mind control,13.1,"Chapter 13, Verse 1","Arjuna said: O Krishna, I wish to understand Prakriti (nature) and Purusha (the enjoyer), as well as the field and the knower of the field, along with knowledge and the object of knowledge."
mind control,13.10,"Chapter 13, Verse 10","Non-attachment, absence of entanglement with children, spouse, home, and the rest, and constant even-mindedness amid desirable and undesirable events."
mind control,13.11,"Chapter 13, Verse 11","Constant and unalloyed devotion to Me, aspiring to live in a solitary place, and detachment from the general mass of people."
mind control,13.12,"Chapter 13, Verse 12","Accepting the importance of self-realization, and the philosophical search for the Absolute Truth—all these I declare to be knowledge, and besides this whatever there may be is ignorance."
mind control,13.13,"Chapter 13, Verse 13","I shall now explain that which is to be known, knowing which one tastes the eternal. The Supreme Brahman is beginningless and is said to be neither existent (sat) nor non-existent (asat) in the materi"
mind control,13.15,"Chapter 13, Verse 15","The Supreme Truth shines through the functions of all the senses, yet is devoid of the senses; He is unattached, yet supports everything; He is free from the modes of nature, yet is the experiencer of"
mind control,13.16,"Chapter 13, Verse 16","The Supreme Truth exists outside and inside of all living beings, the moving and the nonmoving. Because He is subtle, He is beyond the power of the material senses to see or to know. Although far, far"
mind control,13.17,"Chapter 13, Verse 17","Although the Supreme Truth appears to be divided among all beings, He is never divided. He is situated as one. Although He is the maintainer of every living entity, it is to be understood that He devo"
mind control,13.18,"Chapter 13, Verse 18","He is the source of light in all luminous objects. He is beyond the darkness of matter and is unmanifested. He is knowledge, the object of knowledge, and the goal of knowledge. He is situated in every"
mind control,13.19,"Chapter 13, Verse 19","Thus the field of activities, knowledge, and the knowable have been summarily described by Me. Only My devotees can understand this thoroughly and thus attain to My nature."
mind control,13.2,"Chapter 13, Verse 2","The Supreme Lord said: This body, O son of Kunti, is called the field (kshetra), and one who knows this body is called the knower of the field (kshetrajna) by those who understand these things."
mind control,13.20,"Chapter 13, Verse 20",Understand that material nature (Prakriti) and the conscious experiencer (Purusha) are both without beginning. Their transformations and the modes of matter are entirely products of material nature.
mind control,13.21,"Chapter 13, Verse 21","Material nature (Prakriti) is said to be the cause of all material activities and effects, whereas the conscious entity (Purusha) is the cause of the various experiences of happiness and distress."
mind control,13.22,"Chapter 13, Verse 22",The living entity (Purusha) situated in material nature (Prakriti) thus experiences the qualities (gunas) born of material nature. It is this attachment to the modes of nature that is the cause of its
mind control,13.23,"Chapter 13, Verse 23","Yet in this body there is another, a transcendental enjoyer, who is the Lord, the supreme proprietor, who exists as the overseer and permitter, and who is known as the Supersoul."
mind control,13.24,"Chapter 13, Verse 24","One who understands this philosophy concerning material nature, the living entity, and the interaction of the modes of nature is sure to attain liberation. He will not take birth here again, regardles"
mind control,13.25,"Chapter 13, Verse 25","Some perceive the Supersoul within themselves through meditation, others through the cultivation of knowledge, and still others through working without fruitive desires."
mind control,13.29,"Chapter 13, Verse 29",One who sees the same Supreme Lord situated everywhere in every living being does not degrade himself by his mind and thus reaches the supreme destination.
mind control,13.3,"Chapter 13, Verse 3","O scion of Bharata, you should understand that I am also the knower in all bodies, and to understand this body and its knower is called knowledge. That is My opinion."
mind control,13.30,"Chapter 13, Verse 30","One who can see that all activities are performed by the body, which is a creation of material nature, and sees that the self does nothing, actually sees."
mind control,13.32,"Chapter 13, Verse 32","Those with the vision of eternity can see that the imperishable soul is transcendental, eternal, and beyond the modes of nature. Despite contact with the material body, O Arjuna, the soul neither acts"
mind control,13.33,"Chapter 13, Verse 33","The sky, due to its subtle nature, although all-pervading, does not mix with anything; similarly, the soul, situated in the body, does not mix with the body."
mind control,13.35,"Chapter 13, Verse 35","Those who see with eyes of knowledge the difference between the body and the knower of the body, and who can also understand the process of liberation from bondage in material nature, attain to the su"
mind control,13.4,"Chapter 13, Verse 4","Now please hear in brief from Me what this field of activity is, what its nature is, what its changes are, where it comes from, who that knower of the field is, and what his influences are."
mind control,13.5,"Chapter 13, Verse 5",This knowledge of the field of activities and the knower of activities has been described by various sages in various Vedic hymns. It is especially presented in the Vedanta-sutra with all logic regard
mind control,13.6,"Chapter 13, Verse 6","The five great elements, false ego, intelligence, the unmanifest, the ten senses and the mind, and the five objects of the senses."
mind control,13.7,"Chapter 13, Verse 7","Desire, hatred, happiness, distress, the aggregate, the life symptoms, and convictions—all these are considered, in summary, to be the field of activities and its interactions."
